,id,resource,concept,timestamp,role,permitId,requestedAmount,permitTaskNumber,permitBudgetNumber,permitProjectNumber,permitOrganizationalEntity,permitRequestedBudget,permitActivityNumber,adjustedAmount,declarationNumber,processTime,tripTime,TotalDeclared,RequestedAmount,Overspent,travelPermitNumber,Overspent_Amount,Overspent_bool,boolProcessDelay
35744,fd_declaration 36053_17,SYSTEM,Request Payment,2018-08-30 10:11:48+02:00,UNDEFINED,36051,173.1574353425273,UNKNOWN,440,UNKNOWN,65455,946.7242744670692,UNKNOWN,173.1574353425273,36054,122.0,7.0,173.1574353425273,296,False,36052,-909.0765355482685,0,1
49879,st_step 57704_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-10-22 10:34:56+02:00,EMPLOYEE,57697,1051.5283450119,UNKNOWN,522,UNKNOWN,65456,2107.9660600882344,9883,1051.5283450119,57700,23.0,6.0,1051.5283450119,963,False,57698,-586.3662733866984,0,0
58957,fd_declaration 72184_18,SYSTEM,Payment Handled,2017-08-03 17:30:58+02:00,UNDEFINED,72181,3149.2443475884743,427,2233,72183,65455,1819.9640980697013,UNKNOWN,3149.2443475884743,72185,107.0,15.0,3149.2443475884743,"3,040",True,72182,248.62455375698482,1,1
43585,rv_travel permit 48065_6,STAFF MEMBER,Start trip,2018-10-09 00:00:00+02:00,EMPLOYEE,48065,332.9270553938992,427,899,32257,65455,729.0373475778815,UNKNOWN,332.9270553938992,48068,40.0,3.0,332.9270553938992,411,False,48066,-396.1102921839823,0,0
69791,fd_declaration 964_18,SYSTEM,Payment Handled,2018-04-05 17:30:52+02:00,UNDEFINED,960,1439.0300966491636,427,962,963,65459,1439.235938207596,UNKNOWN,1439.0300966491636,965,37.0,6.0,1439.0300966491636,"1,847",True,961,574.2096270874031,1,0
51794,st_step 60621_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-07-11 10:09:04+02:00,SUPERVISOR,60617,2259.3968977673976,427,2440,2441,65459,2109.894982791194,UNKNOWN,2259.3968977673976,60620,144.0,13.0,2259.3968977673976,"2,237",False,60618,-114.13135871601071,0,1
69386,rv_travel permit 8942_6,STAFF MEMBER,Start trip,2018-01-29 00:00:00+01:00,EMPLOYEE,8942,231.66089376994705,UNKNOWN,5382,UNKNOWN,65461,96.77948032910567,UNKNOWN,231.66089376994705,8945,56.0,2.0,231.66089376994705,186,False,8943,0.0,0,0
41857,st_step 45315_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-05-01 13:30:18+02:00,ADMINISTRATION,45308,4025.6570607408858,UNKNOWN,1755,UNKNOWN,65454,3474.435825990935,UNKNOWN,4025.6570607408858,45311,37.0,5.0,4025.6570607408858,"2,743",False,45309,-377.1760352207102,0,0
26736,st_step 21635_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-24 15:54:20+02:00,ADMINISTRATION,21624,47.79033953523555,UNKNOWN,2945,UNKNOWN,65472,104.56231825751757,UNKNOWN,47.79033953523555,21627,16.0,0.0,47.79033953523555,72,False,21625,-13.27509431534321,0,0
52585,st_step 61701_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-06-19 14:00:37+02:00,ADMINISTRATION,61695,56.77159889009275,427,962,4339,65459,570.6392458571794,UNKNOWN,56.77159889009275,61698,69.0,1.0,56.77159889009275,55,False,61696,-356.1127566742182,0,1
28277,st_step 24284_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-11-07 12:15:37+01:00,EMPLOYEE,24280,64.13105829991068,UNKNOWN,9699,UNKNOWN,65470,66.83803332049497,2401,64.13105829991068,24283,16.0,0.0,64.13105829991068,74,False,24281,-0.8666359229717671,0,0
66357,st_step 82700_0,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-06-19 16:43:08+02:00,PRE_APPROVER,82693,324.9033454586349,427,475,82695,65458,616.4220683280358,UNKNOWN,324.9033454586349,82697,45.0,0.0,324.9033454586349,348,False,82694,-188.5933212144949,0,0
38576,st_step 40222_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-05-22 11:01:10+02:00,EMPLOYEE,40217,58.61453591945122,427,698,17455,65458,1172.6932391298808,UNKNOWN,58.61453591945122,40220,58.0,7.0,58.61453591945122,81,False,40218,-1243.9307067350203,0,0
41011,st_step 44023_0,STAFF MEMBER,Declaration APPROVED by SUPERVISOR,2018-08-23 08:37:36+02:00,SUPERVISOR,44013,1864.2964559413876,427,1969,33048,65456,3703.6862224652546,UNKNOWN,1864.2964559413876,44016,140.0,7.0,1864.2964559413876,"3,301",True,44014,57.04148501971531,1,1
30232,st_step 27508_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-18 11:54:12+02:00,SUPERVISOR,27499,304.2570862721291,427,1910,14915,65459,526.3526494525269,UNKNOWN,304.2570862721291,27502,66.0,6.0,304.2570862721291,510,True,27500,83.52155309430995,1,1
63559,rv_travel permit 78870_7,STAFF MEMBER,End trip,2017-12-05 00:00:00+01:00,EMPLOYEE,78870,48.066596481181456,UNKNOWN,698,UNKNOWN,65458,34.149496330641604,UNKNOWN,48.066596481181456,78873,53.0,2.0,48.066596481181456,53,True,78871,11.789919891610545,1,0
48129,st_step 55093_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-12-11 09:27:27+01:00,SUPERVISOR,55084,2748.5115889527715,427,2976,25376,65456,1398.7584116698645,UNKNOWN,2748.5115889527715,55087,87.0,12.0,2748.5115889527715,"2,297",True,55085,116.06688033453156,1,1
58673,st_step 71701_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-17 14:47:55+02:00,SUPERVISOR,71693,70.95590303119612,427,475,16229,65458,168.11510954400975,UNKNOWN,70.95590303119612,71696,43.0,0.0,70.95590303119612,76,False,71694,-69.08864242511201,0,0
43417,st_step 4793_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-02-26 17:43:09+01:00,SUPERVISOR,4786,764.1212358799407,427,456,4788,65456,801.3771399931876,UNKNOWN,764.1212358799407,4790,43.0,2.0,764.1212358799407,526,False,4787,-34.864847264483956,0,0
34255,st_step 3389_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-02-22 08:50:02+01:00,EMPLOYEE,3382,173.53476828887005,UNKNOWN,3384,UNKNOWN,65473,0.0,3385,173.53476828887005,3387,105.0,2.0,173.53476828887005,127,True,3383,173.53476828887005,1,1
56493,st_step 68412_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-10 12:09:05+02:00,ADMINISTRATION,68406,911.4418335546189,427,592,68408,65454,757.6196687084317,UNKNOWN,911.4418335546189,68410,230.0,5.0,911.4418335546189,984,False,68407,-118.56153932417794,0,1
64545,fd_declaration 80162_18,SYSTEM,Payment Handled,2017-09-14 17:30:52+02:00,UNDEFINED,80160,734.5200558959056,427,922,72222,65458,990.9311296836836,UNKNOWN,734.5200558959056,80163,44.0,2.0,734.5200558959056,491,False,80161,-312.65721320212685,0,0
56900,st_step 68948_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-08-06 12:15:31+02:00,ADMINISTRATION,68936,533.8549682322747,427,1922,59323,65459,1870.0612379147597,UNKNOWN,533.8549682322747,68939,66.0,6.0,1652.6515045276637,627,True,68937,460.63084180807095,1,1
42521,st_step 46391_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-06-07 07:36:04+02:00,SUPERVISOR,46381,155.38011783876163,427,475,3431,65458,273.13134272507705,UNKNOWN,155.38011783876163,46384,28.0,2.0,155.38011783876163,254,False,46382,-9.787723958347186,0,0
23387,st_step 16699_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-08-30 17:41:42+02:00,EMPLOYEE,16693,1423.4547790939132,427,722,16695,65456,1048.752146840552,UNKNOWN,1423.4547790939132,16697,77.0,4.0,1423.4547790939132,"1,671",False,16694,-67.29678488834179,0,1
42889,st_step 47117_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-06-05 14:10:29+02:00,ADMINISTRATION,47104,302.12174266261627,UNKNOWN,1812,UNKNOWN,65460,275.33758564627476,UNKNOWN,302.12174266261627,47107,227.0,3.0,302.12174266261627,245,False,47105,0.0,0,1
40298,st_step 42884_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-04-17 10:23:05+02:00,EMPLOYEE,42872,378.0711214652356,UNKNOWN,3712,UNKNOWN,65470,529.4800214720749,UNKNOWN,378.0711214652356,42875,40.0,2.0,378.0711214652356,528,True,42873,66.59207253080854,1,0
59196,st_step 72500_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-06-22 12:47:51+02:00,SUPERVISOR,72493,733.3903734742892,UNKNOWN,475,UNKNOWN,65458,928.3875455859778,UNKNOWN,733.3903734742892,72496,84.0,3.0,733.3903734742892,914,True,72494,91.47319756681509,1,1
32839,st_step 31676_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-29 16:22:06+01:00,EMPLOYEE,31670,75.94324494111949,UNKNOWN,475,UNKNOWN,65458,64.73039986499373,UNKNOWN,75.94324494111949,31673,21.0,2.0,75.94324494111949,73,False,31671,-7.282228966956666,0,0
48113,st_step 55062_0,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018-09-25 09:09:22+02:00,SUPERVISOR,55058,1688.4631427207273,UNKNOWN,522,UNKNOWN,65456,3483.2993765024157,UNKNOWN,1688.4631427207273,55061,74.0,7.0,1688.4631427207273,"2,202",False,55059,-381.85951184147234,0,1
50985,fd_declaration 59471_18,SYSTEM,Payment Handled,2018-07-31 17:30:57+02:00,UNDEFINED,59469,2404.116306239882,427,2976,11391,65456,1366.698926294378,UNKNOWN,2404.116306239882,59472,46.0,6.0,2404.116306239882,"1,621",True,59470,921.0093930752416,1,0
20986,st_step 12312_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-07-31 12:56:09+02:00,EMPLOYEE,12308,1057.9753041305014,UNKNOWN,1644,UNKNOWN,65458,1302.3881421708634,10900,1057.9753041305014,12311,48.0,6.0,1057.9753041305014,"1,928",True,12309,234.86173763892862,1,0
65344,st_step 81207_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-01-25 08:45:54+01:00,SUPERVISOR,81198,962.0712856371848,427,1956,81200,65455,1361.5250559032568,UNKNOWN,962.0712856371848,81202,182.0,7.0,962.0712856371848,"1,849",True,81199,35.902065283377965,1,1
55215,st_step 66316_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-07-06 01:18:06+02:00,EMPLOYEE,66312,59.92373054547742,UNKNOWN,4932,UNKNOWN,65459,32.04692204541749,UNKNOWN,59.92373054547742,66315,17.0,0.0,59.92373054547742,49,True,66313,15.007006529811726,1,0
51925,rv_travel permit 60765_6,STAFF MEMBER,Start trip,2018-11-10 00:00:00+01:00,EMPLOYEE,60765,4246.081492773725,UNKNOWN,761,UNKNOWN,65459,7411.711514205632,18077,4246.081492773725,60768,94.0,12.0,4246.081492773725,"3,073",False,60766,-2662.6095140172365,0,1
54618,fd_declaration 65306_17,SYSTEM,Request Payment,2018-07-21 17:29:56+02:00,UNDEFINED,65304,796.5175668441899,427,1313,29194,65456,688.115209638571,UNKNOWN,796.5175668441899,65307,35.0,6.0,796.5175668441899,"1,178",False,65305,0.0,0,0
62443,st_step 77379_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-03-10 11:35:31+01:00,EMPLOYEE,77372,943.2928285279097,427,2351,54119,65458,611.9260247840641,UNKNOWN,943.2928285279097,77375,63.0,24.0,943.2928285279097,700,False,77373,-404.2683550833899,0,1
39572,st_step 41767_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-06-06 22:02:30+02:00,ADMINISTRATION,41755,1967.140261768832,427,980,11292,65469,2720.167291519949,UNKNOWN,1967.140261768832,41758,71.0,4.0,1967.140261768832,"1,458",False,41756,-1041.5859273563362,0,1
56307,st_step 68105_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-08-27 08:59:56+02:00,SUPERVISOR,68099,875.6784549713,427,522,1253,65456,829.9734042691822,UNKNOWN,875.6784549713,68102,49.0,3.0,875.6784549713,"1,012",True,68100,226.7072679866409,1,0
25613,st_step 19932_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-12-19 13:57:03+01:00,ADMINISTRATION,19919,1863.4615401683257,UNKNOWN,3594,UNKNOWN,65454,2296.0545579811073,UNKNOWN,1863.4615401683257,19922,119.0,16.0,1863.4615401683257,"2,734",True,19920,166.30746737420304,1,1
43073,st_step 47390_0,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018-04-16 19:10:02+02:00,DIRECTOR,47383,1217.2726755514027,427,1956,47385,65455,4787.867065909366,UNKNOWN,1217.2726755514027,47387,146.0,2.0,1217.2726755514027,"1,311",False,47384,-7139.290314503993,0,1
59087,st_step 72338_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-07-19 14:53:05+02:00,EMPLOYEE,72329,228.41272172818083,UNKNOWN,1956,UNKNOWN,65455,797.9778443182277,UNKNOWN,228.41272172818083,72332,84.0,4.0,228.41272172818083,246,False,72330,-1164.347776614385,0,1
42508,rv_travel permit 46369_6,STAFF MEMBER,Start trip,2018-10-10 00:00:00+02:00,EMPLOYEE,46369,408.53033838779106,UNKNOWN,14111,UNKNOWN,65470,1498.1192026432473,UNKNOWN,408.53033838779106,46372,189.0,3.0,408.53033838779106,670,False,46370,-384.1404674392662,0,1
38658,rv_travel permit 40410_6,STAFF MEMBER,Start trip,2018-06-05 00:00:00+02:00,EMPLOYEE,40410,223.17018185589362,427,1469,7798,65460,184.17949968511883,UNKNOWN,223.17018185589362,40413,15.0,1.0,223.17018185589362,203,False,40411,-7.695523512272189,0,0
30402,st_step 27829_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-10-29 15:39:47+01:00,SUPERVISOR,27822,211.401588362183,UNKNOWN,1136,UNKNOWN,65466,707.0705391374008,UNKNOWN,211.401588362183,27825,33.0,1.0,211.401588362183,307,False,27823,-137.7209044704775,0,0
67645,fd_declaration 84524_18,SYSTEM,Payment Handled,2018-03-01 17:31:26+01:00,UNDEFINED,84522,1190.884207822645,427,922,45201,65458,1724.2531966544088,UNKNOWN,1190.884207822645,84525,73.0,7.0,1190.884207822645,"1,036",False,84523,-533.3689888317638,0,1
53102,st_step 6272_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-02-05 09:53:25+01:00,ADMINISTRATION,6264,288.70456921575186,427,635,6266,65458,832.4809646183955,UNKNOWN,288.70456921575186,6268,24.0,6.0,288.70456921575186,261,False,6265,-873.8567420706663,0,0
23624,st_step 17014_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-09-04 08:17:23+02:00,SUPERVISOR,17008,109.04608181149163,UNKNOWN,1370,UNKNOWN,65455,1025.5964512625274,UNKNOWN,109.04608181149163,17011,21.0,5.0,109.04608181149163,143,False,17009,-840.3411339598865,0,0
32252,st_step 30519_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-12-07 22:56:29+01:00,EMPLOYEE,30512,173.4747922007644,UNKNOWN,974,UNKNOWN,65458,364.25669522069245,UNKNOWN,173.4747922007644,30515,80.0,1.0,173.4747922007644,223,False,30513,-59.89936771057785,0,1
55488,rv_travel permit 66771_6,STAFF MEMBER,Start trip,2018-05-08 00:00:00+02:00,EMPLOYEE,66771,1786.5207487542748,UNKNOWN,994,UNKNOWN,65460,1263.6394883225132,UNKNOWN,1786.5207487542748,66774,118.0,18.0,1786.5207487542748,"2,228",False,66772,-218.10307166120424,0,1
47514,st_step 54130_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-06-11 15:40:20+02:00,ADMINISTRATION,54117,184.61588215474802,427,2351,54119,65458,97.90816396545026,UNKNOWN,184.61588215474802,54121,84.0,5.0,184.61588215474802,137,False,54118,-30.993907223059892,0,1
29460,st_step 26254_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-06-28 18:42:39+02:00,EMPLOYEE,26245,2390.1528731043495,427,899,8761,65455,3552.624625311721,UNKNOWN,2390.1528731043495,26248,76.0,9.0,2390.1528731043495,"2,926",True,26246,429.67204759155425,1,1
48160,rv_travel permit 55114_7,STAFF MEMBER,End trip,2018-10-05 00:00:00+02:00,EMPLOYEE,55114,3651.96212496633,427,962,4339,65459,5706.392458571794,UNKNOWN,3651.96212496633,55117,66.0,6.0,3651.96212496633,"3,538",False,55115,-476.8814306767795,0,1
62474,rv_travel permit 77409_7,STAFF MEMBER,End trip,2017-04-23 00:00:00+02:00,EMPLOYEE,77409,499.40085921574115,UNKNOWN,974,UNKNOWN,65458,892.0217029941588,UNKNOWN,499.40085921574115,77412,26.0,4.0,499.40085921574115,527,False,77410,-448.22885466612064,0,0
33328,st_step 32521_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-13 11:57:24+01:00,ADMINISTRATION,32514,877.3718849511255,427,1114,14357,65460,561.5785552997854,UNKNOWN,877.3718849511255,32517,44.0,2.0,877.3718849511255,653,True,32515,366.80325358599885,1,0
58715,st_step 71757_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-12 09:48:49+02:00,SUPERVISOR,71750,301.54618007605933,427,15913,52336,65455,1025.989199343547,UNKNOWN,301.54618007605933,71753,36.0,3.0,301.54618007605933,437,False,71751,-388.4908452696142,0,0
53276,st_step 63020_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-07-21 11:26:34+02:00,EMPLOYEE,63014,569.498829726004,427,899,8761,65455,926.6499848972538,UNKNOWN,569.498829726004,63017,10.0,4.0,569.498829726004,956,False,63015,-25.019823063276363,0,0
52812,st_step 62112_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-07-17 08:04:25+02:00,SUPERVISOR,62106,3540.3256238446716,427,899,5095,65455,2902.0719815630846,UNKNOWN,3540.3256238446716,62109,24.0,8.0,3540.3256238446716,"2,493",True,62107,416.0912185264697,1,0
50252,st_step 58282_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-10-18 08:48:36+02:00,SUPERVISOR,58276,407.6738189563187,427,592,9967,65454,322.92631666011204,UNKNOWN,407.6738189563187,58279,53.0,2.0,407.6738189563187,403,False,58277,-39.45230506028889,0,0
37808,st_step 39260_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-05-01 15:17:26+02:00,ADMINISTRATION,39256,833.1255251381328,427,565,4325,65456,334.3663698745583,UNKNOWN,833.1255251381328,39259,23.0,1.0,833.1255251381328,678,True,39257,157.28623483433773,1,0
32885,st_step 3178_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-01 13:02:49+01:00,EMPLOYEE,3168,74.44413823222216,UNKNOWN,3170,UNKNOWN,65459,81.34843378718831,UNKNOWN,74.44413823222216,3172,34.0,0.0,74.44413823222216,103,True,3169,33.969655309848946,1,0
43272,rv_travel permit 47620_6,STAFF MEMBER,Start trip,2018-11-11 00:00:00+01:00,EMPLOYEE,47620,198.3171408948319,427,635,3318,65458,336.2797325988194,UNKNOWN,198.3171408948319,47623,10.0,2.0,198.3171408948319,259,False,47621,-0.7657032466981946,0,0
60140,fd_declaration 73998_18,SYSTEM,Payment Handled,2017-03-23 17:30:45+01:00,UNDEFINED,73996,142.3101150378045,427,2233,7863,65455,131.07357476356438,UNKNOWN,142.3101150378045,73999,30.0,1.0,142.3101150378045,165,False,73997,-73.3112713831114,0,0
50675,rv_travel permit 58995_6,STAFF MEMBER,Start trip,2018-11-18 00:00:00+01:00,EMPLOYEE,58995,1261.3739138787012,427,2233,58997,65455,1642.0387631523715,UNKNOWN,1261.3739138787012,58999,88.0,5.0,1261.3739138787012,844,False,58996,-2624.3751099182455,0,1
38151,st_step 39751_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-06-22 15:13:13+02:00,EMPLOYEE,39734,541.652970316202,UNKNOWN,829,UNKNOWN,65456,1023.0637390311796,UNKNOWN,541.652970316202,39737,35.0,3.0,541.652970316202,912,True,39735,33.853310644762644,1,0
48915,fd_declaration 56278_18,SYSTEM,Payment Handled,2018-08-30 17:31:13+02:00,UNDEFINED,56276,108.72472055454487,427,1622,1623,65457,155.09314752634324,UNKNOWN,108.72472055454487,56279,49.0,2.0,108.72472055454487,96,False,56277,-49.83216358749972,0,0
61085,rv_travel permit 75275_7,STAFF MEMBER,End trip,2017-04-05 00:00:00+02:00,EMPLOYEE,75275,886.9814121934227,UNKNOWN,974,UNKNOWN,65458,999.0643073534578,UNKNOWN,886.9814121934227,75278,31.0,3.0,886.9814121934227,936,False,75276,-174.36386735426242,0,0
66355,st_step 82702_0,STAFF MEMBER,Declaration APPROVED by PRE_APPROVER,2017-07-24 03:38:51+02:00,PRE_APPROVER,82693,324.9033454586349,427,475,82695,65458,616.4220683280358,UNKNOWN,324.9033454586349,82697,45.0,0.0,324.9033454586349,348,False,82694,-188.5933212144949,0,0
60402,st_step 74330_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-02-16 08:52:07+01:00,EMPLOYEE,74325,395.06808733579595,UNKNOWN,529,UNKNOWN,65455,555.6251577130678,UNKNOWN,395.06808733579595,74328,91.0,1.0,395.06808733579595,344,False,74326,-113.39859758240675,0,1
40449,st_step 43064_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-06 08:05:22+02:00,EMPLOYEE,43059,407.8242431783016,UNKNOWN,3751,UNKNOWN,65455,514.8463224148351,UNKNOWN,407.8242431783016,43062,41.0,1.0,407.8242431783016,316,False,43060,-172.9381284363684,0,0
55907,fd_declaration 6752_17,SYSTEM,Request Payment,2018-02-02 12:57:43+01:00,UNDEFINED,6749,105.14652114156549,427,1969,6751,65456,153.01843385388997,UNKNOWN,105.14652114156549,6753,13.0,0.0,105.14652114156549,184,False,6750,-66.28802419794347,0,0
46019,st_step 51796_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-10-08 11:47:34+02:00,EMPLOYEE,51790,281.0732725440522,427,3832,18238,65456,556.9505396329408,UNKNOWN,281.0732725440522,51793,42.0,4.0,281.0732725440522,449,False,51791,-19.405949774756436,0,0
68811,st_step 85986_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-10-16 09:50:44+02:00,SUPERVISOR,85979,1854.1585454287997,427,2233,3396,65455,1892.2705074406497,UNKNOWN,1854.1585454287997,85982,121.0,4.0,1854.1585454287997,"1,492",False,85980,-258.48859078363967,0,1
46123,fd_declaration 5191_17,SYSTEM,Request Payment,2018-08-10 17:16:01+02:00,UNDEFINED,5188,731.3048850616175,427,2351,5190,65458,1150.5342577340562,UNKNOWN,731.3048850616175,5192,152.0,7.0,731.3048850616175,994,False,5189,-298.70199530685784,0,1
21765,st_step 13755_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-22 21:45:39+01:00,EMPLOYEE,13748,1435.6386566237493,427,1114,13750,65460,1184.755898838066,UNKNOWN,1435.6386566237493,13752,139.0,8.0,1435.6386566237493,"1,098",False,13749,-264.11567271220156,0,1
54609,st_step 65259_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-06-19 15:48:17+02:00,EMPLOYEE,65250,872.6856792170664,427,592,7428,65454,1176.5279050156043,UNKNOWN,872.6856792170664,65253,56.0,7.0,872.6856792170664,"1,038",False,65251,-220.273263925695,0,0
69277,rv_travel permit 869_7,STAFF MEMBER,End trip,2018-02-13 00:00:00+01:00,EMPLOYEE,869,305.61173062683656,427,871,872,65464,1148.1656920290916,UNKNOWN,305.61173062683656,874,38.0,2.0,305.61173062683656,448,False,870,-308.3404067931476,0,0
55322,fd_declaration 66513_17,SYSTEM,Request Payment,2018-04-05 07:42:14+02:00,UNDEFINED,66511,254.91717432864826,427,2233,2872,65455,431.71193112361794,UNKNOWN,254.91717432864826,66514,67.0,8.0,254.91717432864826,263,False,66512,-229.71623694254615,0,1
32979,fd_declaration 31843_18,SYSTEM,Payment Handled,2018-05-07 17:31:14+02:00,UNDEFINED,31840,1437.1920856009083,427,2976,31842,65456,1857.6056169166973,UNKNOWN,1437.1920856009083,31844,81.0,5.0,1437.1920856009083,"2,047",True,31841,32.998548130553445,1,1
54918,st_step 65792_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-08-02 15:40:39+02:00,EMPLOYEE,65783,30.327720620733437,427,1622,1623,65457,42.44063547829205,UNKNOWN,30.327720620733437,65786,23.0,0.0,30.327720620733437,30,False,65784,0.0,0,0
32272,st_step 30555_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-09-26 10:20:28+02:00,EMPLOYEE,30549,184.0388972152494,427,962,11959,65459,391.0574511822554,UNKNOWN,184.0388972152494,30552,64.0,3.0,184.0388972152494,123,False,30550,-223.53590538514771,0,1
