,ApplicationType,LoanGoal,RequestedAmount,Case ID,label,Activity,org:resource,Action,EventOrigin,lifecycle:transition,Accepted,Selected,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,CreditScore,timesincelastevent,timesincecasestart,timesincemidnight,event_nr,month,weekday,hour,open_cases,time:timestamp
104959,New credit,Unknown,0.0,Application_983797173,deviant,W_Call after offers,User_28,Obtained,Workflow,resume,False,True,5425.16,240.14,72.0,15000.0,991.0,5830.666316666667,5844.203883333334,854,14,2,1,14,1697,2016-02-09 14:14:48.842
137582,New credit,"Other, see explanation",9000.0,Application_677685696,regular,W_Call after offers,User_15,Obtained,Workflow,start,True,True,9000.0,212.66,48.0,9000.0,0.0,5e-05,19.29818333333333,1194,11,2,1,19,1830,2016-02-16 19:54:39.683
246397,New credit,Car,10000.0,Application_673080906,regular,W_Call after offers,User_1,Deleted,Workflow,ate_abort,True,False,10000.0,191.27,60.0,10000.0,0.0,0.0004166666666666,44690.95486666667,361,23,4,5,6,1450,2016-04-23 06:01:03.977
295496,New credit,Existing loan takeover,12000.0,Application_711065151,deviant,W_Validate application,User_118,Created,Workflow,schedule,True,True,0.0,201.1,70.0,12000.0,1003.0,0.0007166666666666,16915.181433333335,468,20,4,3,7,1637,2016-04-21 07:48:34.547
1124771,New credit,Existing loan takeover,75000.0,Application_1674012141,regular,W_Validate application,User_67,Obtained,Workflow,start,True,False,2226.18,665.92,120.0,65400.0,0.0,5e-05,22894.810616666666,676,94,12,2,11,1925,2016-12-21 11:16:05.195
309280,New credit,Home improvement,100000.0,Application_1686409695,deviant,O_Create Offer,User_5,Created,Offer,complete,True,True,5045.0,191.27,60.0,10000.0,1033.0,2.9854833333333333,6.573216666666666,641,6,4,3,10,1593,2016-04-14 10:41:21.941
972041,New credit,Car,9000.0,Application_1771092914,regular,O_Created,User_67,statechange,Offer,complete,True,False,9000.0,138.13,80.0,9000.0,0.0,0.0098,5413.174633333333,436,14,10,1,7,1939,2016-10-25 07:16:57.689
331563,New credit,Unknown,0.0,Application_1961238104,deviant,W_Validate application,User_5,Released,Workflow,suspend,False,True,0.0,225.0,78.0,15000.0,889.0,1.1316166666666667,24960.7896,1131,39,5,0,18,1564,2016-05-09 18:51:04.302
1165943,New credit,Car,6000.0,Application_567969025,deviant,W_Call incomplete files,User_28,Released,Workflow,suspend,True,True,6000.0,183.39,36.0,6000.0,914.0,1.5837166666666669,13160.756933333334,984,27,12,2,16,1493,2016-12-28 16:24:11.872
624693,New credit,"Other, see explanation",17000.0,Application_1961155623,regular,A_Complete,User_48,statechange,Application,complete,False,False,8600.0,382.38,24.0,8600.0,0.0,3.3333333333333335e-05,1712.16935,692,28,7,1,11,2497,2016-07-19 11:32:07.329
404871,New credit,"Other, see explanation",15000.0,Application_1049246293,regular,W_Call after offers,User_1,Deleted,Workflow,ate_abort,True,False,14700.0,249.04,68.0,15000.0,0.0,0.0002833333333333,57798.41228333333,1314,29,6,0,21,2010,2016-06-27 21:54:50.543
927273,New credit,"Other, see explanation",10000.0,Application_919959748,regular,O_Created,User_39,statechange,Offer,complete,True,False,0.0,100.0,134.0,10000.0,0.0,0.0086833333333333,1595.8582166666667,987,9,10,0,16,2255,2016-10-10 16:27:47.548
585266,New credit,Home improvement,10000.0,Application_838450726,regular,W_Call after offers,User_2,Released,Workflow,suspend,True,False,10000.0,106.46,120.0,10000.0,0.0,0.8970333333333333,8137.488133333333,833,20,7,1,13,2381,2016-07-12 13:53:03.891
341231,New credit,Car,5000.0,Application_700570830,deviant,W_Call incomplete files,User_14,Released,Workflow,suspend,False,True,5000.0,250.0,22.0,5000.0,1073.0,4.414816666666667,10576.494566666666,1124,33,5,1,18,1534,2016-05-03 18:44:19.220
368252,New credit,Home improvement,8000.0,Application_1334709295,deviant,A_Pending,User_29,statechange,Application,complete,True,True,8000.0,155.83,60.0,8000.0,789.0,6.666666666666667e-05,26023.0276,644,53,5,0,10,1327,2016-05-23 10:44:33.012
851144,New credit,Car,5000.0,Application_276032943,regular,O_Sent (mail and online),User_53,statechange,Offer,complete,True,False,0.0,100.0,58.0,5000.0,0.0,0.2227833333333333,13.522533333333334,536,10,9,0,8,2476,2016-09-19 08:56:32.221
321875,New credit,Car,8000.0,Application_1606544626,regular,W_Call after offers,User_31,Released,Workflow,suspend,False,False,8000.0,155.83,60.0,8000.0,0.0,0.3838166666666666,5765.0248833333335,556,19,4,5,9,1445,2016-04-23 09:16:56.974
16908,New credit,Home improvement,15000.0,Application_524429786,regular,W_Call after offers,User_5,Released,Workflow,suspend,True,True,15000.0,300.0,56.0,15000.0,0.0,0.3056666666666666,47621.66466666666,643,23,2,1,10,1697,2016-02-09 10:43:14.326
1194252,New credit,Home improvement,5000.0,Application_511609780,regular,W_Call after offers,User_5,Created,Workflow,schedule,False,True,0.0,125.0,75.0,7800.0,0.0,0.0001166666666666,15458.6401,1065,19,1,0,17,904,2017-01-09 17:45:01.272
181385,New credit,Existing loan takeover,10000.0,Application_784798904,regular,A_Validating,User_114,statechange,Application,complete,False,True,0.0,700.0,24.0,16000.0,760.0,0.00135,21587.95015,880,57,3,2,14,1724,2016-03-16 14:40:41.910
714226,New credit,Existing loan takeover,25000.0,Application_206474288,deviant,W_Validate application,User_100,Released,Workflow,suspend,True,True,6937.0,254.56,120.0,25000.0,856.0,0.1578,15605.80635,582,38,8,0,9,2162,2016-08-22 09:42:21.489
1075337,New credit,"Other, see explanation",12500.0,Application_1531372937,regular,W_Validate application,User_119,Deleted,Workflow,complete,False,True,11000.0,228.3,54.0,11000.0,0.0,1.0953166666666667,26706.42123333333,592,26,12,4,9,1808,2016-12-09 09:52:42.981
983486,Limit raise,Extra spending limit,35000.0,Application_972486124,regular,W_Call after offers,User_40,Obtained,Workflow,start,True,True,0.0,350.0,126.0,35000.0,0.0,1.6666666666666667e-05,260.81376666666665,763,12,10,1,12,1939,2016-10-25 12:43:57.795
856768,New credit,"Other, see explanation",8000.0,Application_1995236148,regular,A_Complete,User_57,statechange,Application,complete,True,False,5800.0,298.17,29.0,8000.0,0.0,3.3333333333333335e-05,594.6865166666666,1086,17,9,1,18,2609,2016-09-20 18:06:39.837
873757,New credit,"Other, see explanation",5000.0,Application_2074100628,regular,A_Cancelled,User_1,statechange,Application,complete,True,False,5000.0,97.4,60.0,5000.0,0.0,38753.83161666667,44270.3476,362,20,10,1,6,1968,2016-10-25 06:02:48.007
220462,New credit,Existing loan takeover,48500.0,Application_1574079518,regular,O_Returned,User_113,statechange,Offer,complete,True,True,2000.0,575.26,120.0,55000.0,0.0,0.33585,12532.472633333333,636,25,3,2,10,1654,2016-03-23 10:36:02.386
368314,New credit,Remaining debt home,25000.0,Application_1649995897,regular,A_Complete,User_43,statechange,Application,complete,True,False,0.0,261.48,120.0,25000.0,0.0,3.3333333333333335e-05,23.0029,669,12,5,3,11,1541,2016-05-05 11:09:03.504
181083,New credit,Car,5000.0,Application_1785175184,deviant,W_Call incomplete files,User_114,Deleted,Workflow,ate_abort,False,True,5000.0,78.32,78.0,5000.0,705.0,5361.891033333333,24239.19838333333,582,37,3,4,9,1723,2016-03-18 09:42:04.353
745741,New credit,Home improvement,5000.0,Application_1722688700,regular,W_Complete application,User_39,Deleted,Workflow,ate_abort,True,False,0.0,100.0,79.0,6500.0,0.0,0.0002333333333333,3089.0232,898,18,8,1,14,2118,2016-08-23 14:58:45.958
99861,New credit,Car,5000.0,Application_792726545,regular,O_Created,User_15,statechange,Offer,complete,False,False,0.0,200.0,27.0,5000.0,0.0,0.0234333333333333,2905.6839,975,21,2,4,16,1544,2016-02-05 16:15:17.400
447041,New credit,Home improvement,15000.0,Application_1020832049,regular,W_Validate application,User_112,Created,Workflow,schedule,False,False,0.0,700.0,26.0,17000.0,0.0,0.0006,9701.307433333332,492,36,6,3,8,1618,2016-06-09 08:12:10.333
861153,New credit,Existing loan takeover,25000.0,Application_958544615,regular,W_Validate application,User_93,Released,Workflow,suspend,True,False,5252.0,254.56,120.0,25000.0,0.0,0.3757833333333333,27723.547433333333,833,58,10,0,13,2242,2016-10-10 13:53:40.417
1145294,New credit,Home improvement,30000.0,Application_1496148798,deviant,O_Create Offer,User_77,Created,Offer,complete,True,True,30000.0,305.47,120.0,30000.0,931.0,2.857283333333333,35.204616666666666,600,9,12,0,10,1802,2016-12-12 10:00:05.804
737244,New credit,Home improvement,20000.0,Application_480266176,deviant,W_Validate application,User_121,Obtained,Workflow,start,True,True,2621.0,205.49,120.0,20000.0,755.0,3.3333333333333335e-05,5935.689633333333,725,18,8,0,12,2132,2016-08-22 12:05:31.490
823894,New credit,Home improvement,10000.0,Application_1202440901,regular,A_Cancelled,User_1,statechange,Application,complete,False,False,0.0,150.0,80.0,9900.0,0.0,38680.21901666667,72975.19551666667,420,29,11,1,7,1998,2016-11-01 07:00:14.990
891687,New credit,Home improvement,5000.0,Application_1277773105,regular,A_Complete,User_7,statechange,Application,complete,False,False,0.0,50.0,138.0,5000.0,0.0,3.3333333333333335e-05,13.963066666666666,595,15,9,3,9,2332,2016-09-29 09:55:48.402
216732,New credit,Existing loan takeover,40000.0,Application_189626436,deviant,W_Validate application,User_30,Released,Workflow,suspend,True,True,21551.09,749.32,60.0,40000.0,846.0,0.0615166666666666,45625.737766666665,348,32,4,3,5,1632,2016-04-14 05:48:06.474
415555,New credit,Existing loan takeover,15000.0,Application_2114228749,deviant,A_Validating,User_123,statechange,Application,complete,True,True,0.0,150.0,127.0,15000.0,828.0,0.0142833333333333,13888.196,395,22,6,3,6,1385,2016-06-02 06:35:15.815
1163374,New credit,"Other, see explanation",17500.0,Application_1420346445,deviant,W_Call after offers,User_69,Created,Workflow,schedule,True,True,13924.0,215.88,96.0,17500.0,861.0,8.333333333333333e-05,2191.329366666667,521,13,12,0,8,1889,2016-12-19 08:41:45.159
476107,New credit,Car,5000.0,Application_2039832040,regular,W_Complete application,User_27,Deleted,Workflow,complete,True,False,3800.0,199.14,27.0,5000.0,0.0,0.0003,7.839816666666667,499,9,6,4,8,1646,2016-06-10 08:19:12.279
713560,New credit,"Other, see explanation",10000.0,Application_834969271,deviant,W_Validate application,User_123,Obtained,Workflow,start,True,True,0.0,200.0,57.0,10000.0,913.0,1.6666666666666667e-05,8735.18465,787,20,8,2,13,2361,2016-08-17 13:07:36.200
909995,New credit,Unknown,0.0,Application_1952006400,regular,W_Complete application,User_16,Deleted,Workflow,complete,False,True,7023.0,230.66,48.0,10000.0,0.0,0.0001833333333333,5.728383333333333,887,9,10,1,14,2229,2016-10-04 14:47:58.412
382281,New credit,Home improvement,35000.0,Application_95006764,regular,O_Sent (mail and online),User_48,statechange,Offer,complete,True,False,35000.0,366.08,120.0,35000.0,0.0,0.2817166666666666,998.7833166666668,691,13,5,2,11,1550,2016-05-11 11:31:33.855
358256,New credit,Car,15000.0,Application_596202365,deviant,W_Validate application,User_30,Obtained,Workflow,resume,True,True,10000.0,300.0,56.0,15000.0,783.0,2.183383333333333,15652.3194,423,49,5,4,7,1524,2016-05-13 07:03:58.637
520809,New credit,Car,25000.0,Application_1648539957,regular,W_Call after offers,User_39,Obtained,Workflow,start,True,False,35000.0,356.38,120.0,35000.0,0.0,3.3333333333333335e-05,1033.70915,708,13,6,2,11,2003,2016-06-22 11:48:23.078
783250,New credit,"Other, see explanation",20000.0,Application_119097478,deviant,W_Call incomplete files,User_41,Released,Workflow,suspend,True,True,0.0,200.0,127.0,20000.0,952.0,8.150516666666666,23386.71438333333,880,32,9,4,14,2432,2016-09-16 14:40:16.550
463152,New credit,Caravan / Camper,20000.0,Application_2125785584,regular,W_Call after offers,User_36,Created,Workflow,schedule,True,False,20000.0,294.49,78.0,20000.0,0.0,0.0001333333333333,5.06295,514,13,6,1,8,1545,2016-06-07 08:34:56.197
448112,New credit,"Other, see explanation",15000.0,Application_1132294182,deviant,A_Validating,User_122,statechange,Application,complete,True,True,11000.0,150.0,127.0,15000.0,962.0,0.0161833333333333,10898.084166666667,483,21,6,4,8,1644,2016-06-10 08:03:15.207
875108,New credit,Home improvement,16000.0,Application_514052232,regular,O_Created,User_24,statechange,Offer,complete,False,False,17500.0,179.8,120.0,17500.0,0.0,0.0119833333333333,42726.4313,774,30,10,0,12,1925,2016-10-24 12:54:33.198
320371,New credit,Car,10000.0,Application_1586446217,regular,W_Validate application,User_90,Deleted,Workflow,ate_abort,False,True,10616.0,356.76,60.0,19000.0,681.0,3.3333333333333335e-05,51076.435366666665,357,95,5,1,5,1319,2016-05-24 05:57:06.910
151317,New credit,Existing loan takeover,15000.0,Application_309511799,deviant,A_Pending,User_29,statechange,Application,complete,True,True,0.0,300.0,56.0,15000.0,971.0,6.666666666666667e-05,21242.1881,531,53,3,0,8,1679,2016-03-07 08:51:07.399
805396,New credit,Home improvement,5000.0,Application_1174265277,deviant,W_Call after offers,User_71,Created,Workflow,schedule,True,True,5000.0,145.52,38.0,5000.0,917.0,0.0001166666666666,3053.0290833333333,736,13,9,3,12,2300,2016-09-08 12:16:49.754
1061232,New credit,Existing loan takeover,20500.0,Application_2021996669,regular,A_Complete,User_4,statechange,Application,complete,True,True,191.0,380.45,60.0,20500.0,0.0,3.3333333333333335e-05,2608.9953333333333,918,17,11,3,15,2176,2016-11-17 15:18:41.383
162685,Limit raise,Remaining debt home,25000.0,Application_1235720923,deviant,W_Validate application,User_75,Deleted,Workflow,ate_abort,True,True,0.0,250.0,126.0,25000.0,820.0,5e-05,16649.295933333335,516,28,3,0,8,1676,2016-03-07 08:36:41.066
19644,New credit,Car,15000.0,Application_1191743894,deviant,W_Call after offers,User_14,Obtained,Workflow,resume,True,True,8000.0,300.0,56.0,15000.0,922.0,5530.100566666667,8036.514866666666,607,17,1,2,10,793,2016-01-13 10:07:23.808
772203,New credit,"Other, see explanation",5000.0,Application_1224579942,regular,O_Sent (mail and online),User_42,statechange,Offer,complete,False,True,5000.0,84.58,71.0,5000.0,0.0,0.1645333333333333,3278.6075,894,20,8,2,14,2167,2016-08-31 14:54:39.379
984022,New credit,Not speficied,22500.0,Application_81196974,regular,W_Validate application,User_133,Released,Workflow,suspend,True,False,22500.0,231.17,120.0,22500.0,0.0,0.5933166666666667,50680.2205,883,89,11,1,14,1803,2016-11-29 14:43:41.929
52573,New credit,Car,6000.0,Application_453923646,deviant,W_Complete application,User_41,Deleted,Workflow,withdraw,False,True,6000.0,130.0,53.0,6000.0,1027.0,0.0002833333333333,1345.0982333333334,860,11,1,2,14,1098,2016-01-20 14:20:29.149
212523,New credit,Unknown,0.0,Application_1838804220,deviant,W_Call incomplete files,User_112,Deleted,Workflow,ate_abort,True,True,4488.0,511.04,140.0,55000.0,774.0,936.7235666666668,27225.338633333333,565,52,3,2,9,1644,2016-03-30 09:25:27.350
110402,New credit,Home improvement,5000.0,Application_360332231,deviant,W_Validate application,User_113,Created,Workflow,schedule,True,True,5000.0,152.82,36.0,5000.0,969.0,0.0001,6537.5279,524,21,2,4,8,1714,2016-02-12 08:44:19.522
836170,New credit,Home improvement,20000.0,Application_1829768760,regular,O_Created,User_41,statechange,Offer,complete,True,False,0.0,200.0,127.0,20000.0,0.0,0.00905,382.0149333333333,1112,13,9,2,18,2418,2016-09-14 18:32:06.941
371724,New credit,Car,7000.0,Application_1598632399,regular,A_Complete,User_27,statechange,Application,complete,True,True,0.0,120.0,69.0,7000.0,977.0,0.0002,1124.7288833333334,519,24,5,5,8,1526,2016-05-07 08:39:12.802
619465,New credit,Car,6500.0,Application_875451273,regular,W_Call incomplete files,User_54,Released,Workflow,suspend,True,True,6500.0,153.59,48.0,6500.0,839.0,0.6178166666666667,37081.019283333335,619,37,8,2,10,2275,2016-08-10 10:19:41.073
572957,New credit,"Other, see explanation",21300.0,Application_821207705,deviant,O_Accepted,User_109,statechange,Offer,complete,False,True,13.41,294.23,84.0,21300.0,804.0,5313.539616666667,25448.463716666665,338,30,7,4,5,2467,2016-07-22 05:38:03.503
20028,New credit,Car,5000.0,Application_408645375,deviant,W_Validate application,User_113,Released,Workflow,suspend,True,True,5000.0,153.68,36.0,5000.0,1133.0,5.771533333333333,10848.479066666669,676,25,1,4,11,854,2016-01-15 11:16:41.395
1167550,New credit,Existing loan takeover,8500.0,Application_1366758339,regular,W_Call incomplete files,User_41,Obtained,Workflow,resume,True,True,11.0,99.58,110.0,8300.0,904.0,179.76671666666667,11326.3694,941,39,12,1,15,1479,2016-12-27 15:41:35.602
905562,New credit,Existing loan takeover,41000.0,Application_1317869981,regular,W_Call incomplete files,User_30,Created,Workflow,schedule,False,False,0.0,412.0,126.0,41200.0,0.0,0.0001166666666666,12653.682483333334,689,36,10,2,11,2278,2016-10-12 11:29:39.981
253763,New credit,Existing loan takeover,30000.0,Application_1560789819,deviant,O_Returned,User_121,statechange,Offer,complete,True,True,0.0,450.0,77.0,30000.0,909.0,0.08645,26877.46225,443,20,4,2,7,1608,2016-04-13 07:23:18.393
153849,Limit raise,Home improvement,49000.0,Application_1247090948,deviant,W_Validate application,User_116,Obtained,Workflow,start,True,True,4000.0,800.0,70.0,49000.0,0.0,0.0002166666666666,22904.45415,575,21,3,2,9,1667,2016-03-09 09:35:55.134
534489,New credit,Unknown,0.0,Application_1588135822,deviant,W_Validate application,User_83,Obtained,Workflow,resume,True,True,0.0,208.82,180.0,28000.0,842.0,950.4967166666668,18567.52605,347,34,7,4,5,2364,2016-07-08 05:47:53.715
267400,New credit,Car,8000.0,Application_1634681330,regular,O_Sent (mail and online),User_27,statechange,Offer,complete,True,True,10000.0,200.01,57.0,10000.0,961.0,3.3333333333333335e-05,2571.053033333333,939,15,4,4,15,1555,2016-04-01 15:39:45.638
479930,Limit raise,Extra spending limit,13000.0,Application_1405015593,deviant,W_Call after offers,User_39,Released,Workflow,suspend,True,True,0.0,130.0,134.0,13000.0,0.0,0.91395,551.1109333333334,1115,15,6,5,18,1735,2016-06-11 18:35:30.972
345176,New credit,other,0.0,Application_798447704,deviant,W_Call incomplete files,User_101,Created,Workflow,schedule,True,True,20000.0,210.12,120.0,20000.0,885.0,0.0002166666666666,11587.77755,538,23,5,4,8,1523,2016-05-06 08:58:45.991
